order,date,closing_price,trading_volume,number_of_issued_shares,revenue,NetIncome
1401,2020-09-10,59200,29923293,5969782550,669641.6,93606.9
1402,2020-09-11,59000,16017098,5969782550,669641.6,93606.9
1403,2020-09-14,60400,20648281,5969782550,669641.6,93606.9
1404,2020-09-15,61000,17877075,5969782550,669641.6,93606.9
1405,2020-09-16,61000,17041444,5969782550,669641.6,93606.9
1406,2020-09-17,59500,25108356,5969782550,669641.6,93606.9
1407,2020-09-18,59300,18884571,5969782550,669641.6,93606.9
1408,2020-09-21,59200,15140387,5969782550,669641.6,93606.9
1409,2020-09-22,58200,20830381,5969782550,669641.6,93606.9
1410,2020-09-23,58600,20111398,5969782550,669641.6,93606.9
1411,2020-09-24,57800,17564020,5969782550,669641.6,93606.9
1412,2020-09-25,57900,11444683,5969782550,669641.6,93606.9
1413,2020-09-28,58200,12614080,5969782550,669641.6,93606.9
1414,2020-09-29,58200,15503563,5969782550,669641.6,93606.9
1415,2020-10-05,58700,20228289,5969782550,615515,66071.3
1416,2020-10-06,59000,14463826,5969782550,615515,66071.3
1417,2020-10-07,59900,14861838,5969782550,615515,66071.3
1418,2020-10-08,59700,24589924,5969782550,615515,66071.3
1419,2020-10-12,60400,16145837,5969782550,615515,66071.3
1420,2020-10-13,60900,19247631,5969782550,615515,66071.3
1421,2020-10-14,60900,16086716,5969782550,615515,66071.3
1422,2020-10-15,60000,17756232,5969782550,615515,66071.3
1423,2020-10-16,59500,16554190,5969782550,615515,66071.3
1424,2020-10-19,60000,14474985,5969782550,615515,66071.3
1425,2020-10-20,60900,19326115,5969782550,615515,66071.3
1426,2020-10-21,60900,15703443,5969782550,615515,66071.3
1427,2020-10-22,60100,14294095,5969782550,615515,66071.3
1428,2020-10-23,60200,9322232,5969782550,615515,66071.3
1429,2020-10-26,60400,13268226,5969782550,615515,66071.3
1430,2020-10-27,59800,17260416,5969782550,615515,66071.3
1431,2020-10-28,59000,14428882,5969782550,615515,66071.3
1432,2020-10-29,58100,22636966,5969782550,615515,66071.3
1433,2020-10-30,56600,26907844,5969782550,615515,66071.3
1434,2020-11-02,57400,20489076,5969782550,615515,66071.3
1435,2020-11-03,58800,14950919,5969782550,615515,66071.3
1436,2020-11-04,58500,21718561,5969782550,615515,66071.3
1437,2020-11-05,60300,20639475,5969782550,615515,66071.3
1438,2020-11-06,60100,16910230,5969782550,615515,66071.3
1439,2020-11-09,60200,15892961,5969782550,615515,66071.3
1440,2020-11-10,60200,19073552,5969782550,615515,66071.3
1441,2020-11-11,61300,25628510,5969782550,615515,66071.3
1442,2020-11-12,61000,19800573,5969782550,615515,66071.3
1443,2020-11-13,63200,31508829,5969782550,615515,66071.3
1444,2020-11-16,66300,36354334,5969782550,615515,66071.3
1445,2020-11-17,65700,30204089,5969782550,615515,66071.3
1446,2020-11-18,64800,22963790,5969782550,615515,66071.3
1447,2020-11-19,64600,16590290,5969782550,615515,66071.3
1448,2020-11-20,64700,15068682,5969782550,615515,66071.3
1449,2020-11-23,67500,27134398,5969782550,615515,66071.3
1450,2020-11-24,67700,32158235,5969782550,615515,66071.3
1451,2020-11-25,66600,32447065,5969782550,615515,66071.3
1452,2020-11-26,68000,19023323,5969782550,615515,66071.3
1453,2020-11-27,68200,14063434,5969782550,615515,66071.3
1454,2020-11-30,66700,43811016,5969782550,615515,66071.3
1455,2020-12-01,67800,22327173,5969782550,615515,66071.3
1456,2020-12-02,69500,29703942,5969782550,615515,66071.3
1457,2020-12-03,69700,23677989,5969782550,615515,66071.3
1458,2020-12-04,71500,28130533,5969782550,615515,66071.3
1459,2020-12-07,72900,28490496,5969782550,615515,66071.3
1460,2020-12-08,71700,25000338,5969782550,615515,66071.3
1461,2020-12-09,73900,24077996,5969782550,615515,66071.3
1462,2020-12-10,72900,39882928,5969782550,615515,66071.3
1463,2020-12-11,73400,18486672,5969782550,615515,66071.3
1464,2020-12-14,73800,21510415,5969782550,615515,66071.3
1465,2020-12-15,73800,20863671,5969782550,615515,66071.3
1466,2020-12-16,73800,17512081,5969782550,615515,66071.3
1467,2020-12-17,73300,24293214,5969782550,615515,66071.3
1468,2020-12-18,73000,17613029,5969782550,615515,66071.3
1469,2020-12-21,73000,20367355,5969782550,615515,66071.3
1470,2020-12-22,72300,16304910,5969782550,615515,66071.3
1471,2020-12-23,73900,19411326,5969782550,615515,66071.3
1472,2020-12-24,77800,32502870,5969782550,615515,66071.3
1473,2020-12-28,78700,40085044,5969782550,615515,66071.3
1474,2020-12-29,78300,30339449,5969782550,615515,66071.3
1475,2020-12-30,81000,29417421,5969782550,615515,66071.3
1476,2021-01-04,83000,38655276,5969782550,653885,71416.9
1477,2021-01-05,83900,35335669,5969782550,653885,71416.9
1478,2021-01-06,82200,42089013,5969782550,653885,71416.9
1479,2021-01-07,82900,32644642,5969782550,653885,71416.9
1480,2021-01-08,88800,59013307,5969782550,653885,71416.9
1481,2021-01-11,91000,90306177,5969782550,653885,71416.9
1482,2021-01-12,90600,48682416,5969782550,653885,71416.9
1483,2021-01-13,89700,36068848,5969782550,653885,71416.9
1484,2021-01-14,89700,26393970,5969782550,653885,71416.9
1485,2021-01-15,88000,33431809,5969782550,653885,71416.9
1486,2021-01-18,85000,43227951,5969782550,653885,71416.9
1487,2021-01-19,87000,39895044,5969782550,653885,71416.9
1488,2021-01-20,87200,25211127,5969782550,653885,71416.9
1489,2021-01-21,88100,25318011,5969782550,653885,71416.9
1490,2021-01-22,86800,30861661,5969782550,653885,71416.9
1491,2021-01-25,89400,27258534,5969782550,653885,71416.9
1492,2021-01-26,86700,33178936,5969782550,653885,71416.9
1493,2021-01-27,85600,26423070,5969782550,653885,71416.9
1494,2021-01-28,83700,31859808,5969782550,653885,71416.9
1495,2021-01-29,82000,39615978,5969782550,653885,71416.9
1496,2021-02-01,83000,28046832,5969782550,653885,71416.9
1497,2021-02-02,84400,26302077,5969782550,653885,71416.9
1498,2021-02-03,84600,22112205,5969782550,653885,71416.9
1499,2021-02-04,82500,24171688,5969782550,653885,71416.9
1500,2021-02-05,83500,18036835,5969782550,653885,71416.9
1501,2021-02-08,83000,15338765,5969782550,653885,71416.9
1502,2021-02-09,82700,20898332,5969782550,653885,71416.9
1503,2021-02-10,81600,23025766,5969782550,653885,71416.9
1504,2021-02-15,84200,23529706,5969782550,653885,71416.9
1505,2021-02-16,84900,20483100,5969782550,653885,71416.9
1506,2021-02-17,83200,18307735,5969782550,653885,71416.9
1507,2021-02-18,82100,21327683,5969782550,653885,71416.9
1508,2021-02-19,82600,25880879,5969782550,653885,71416.9
1509,2021-02-22,82200,25419886,5969782550,653885,71416.9
1510,2021-02-23,82000,20587314,5969782550,653885,71416.9
1511,2021-02-24,82000,26807651,5969782550,653885,71416.9
1512,2021-02-25,85300,34155986,5969782550,653885,71416.9
1513,2021-02-26,82500,38520800,5969782550,653885,71416.9
1514,2021-03-02,83600,33498180,5969782550,653885,71416.9
1515,2021-03-03,84000,19882132,5969782550,653885,71416.9
1516,2021-03-04,82400,24348331,5969782550,653885,71416.9
1517,2021-03-05,82100,20508971,5969782550,653885,71416.9
1518,2021-03-08,82000,17641256,5969782550,653885,71416.9
1519,2021-03-09,81400,25420764,5969782550,653885,71416.9
1520,2021-03-10,80900,20038422,5969782550,653885,71416.9
1521,2021-03-11,82000,23818297,5969782550,653885,71416.9
1522,2021-03-12,82800,13530573,5969782550,653885,71416.9
1523,2021-03-15,81800,13735798,5969782550,653885,71416.9
1524,2021-03-16,82800,12293537,5969782550,653885,71416.9
1525,2021-03-17,82300,11625146,5969782550,653885,71416.9
1526,2021-03-18,82900,18585244,5969782550,653885,71416.9
1527,2021-03-19,81900,15869700,5969782550,653885,71416.9
1528,2021-03-22,82000,12670506,5969782550,653885,71416.9
1529,2021-03-23,81800,13299907,5969782550,653885,71416.9
1530,2021-03-24,81000,17926638,5969782550,653885,71416.9
1531,2021-03-25,81200,14758826,5969782550,653885,71416.9
1532,2021-03-26,81500,12845778,5969782550,653885,71416.9
1533,2021-03-29,81600,14952134,5969782550,653885,71416.9
1534,2021-03-30,82200,13121698,5969782550,653885,71416.9
1535,2021-03-31,81400,17240518,5969782550,653885,71416.9
1536,2021-04-01,82900,18676461,5969782550,636715.9,96344.9
1537,2021-04-02,84800,22997538,5969782550,636715.9,96344.9
1538,2021-04-05,85400,16255990,5969782550,636715.9,96344.9
1539,2021-04-06,86000,19042023,5969782550,636715.9,96344.9
1540,2021-04-07,85600,17885538,5969782550,636715.9,96344.9
1541,2021-04-08,84700,19244259,5969782550,636715.9,96344.9
1542,2021-04-09,83600,18193707,5969782550,636715.9,96344.9
1543,2021-04-12,83200,12915282,5969782550,636715.9,96344.9
1544,2021-04-13,84000,15238206,5969782550,636715.9,96344.9
1545,2021-04-14,84000,13794652,5969782550,636715.9,96344.9
1546,2021-04-15,84100,16377412,5969782550,636715.9,96344.9
1547,2021-04-16,83900,15429522,5969782550,636715.9,96344.9
1548,2021-04-19,83300,15287311,5969782550,636715.9,96344.9
1549,2021-04-20,83900,15521965,5969782550,636715.9,96344.9
1550,2021-04-21,82600,21636079,5969782550,636715.9,96344.9
1551,2021-04-22,82400,13934746,5969782550,636715.9,96344.9
1552,2021-04-23,82800,17805080,5969782550,636715.9,96344.9
1553,2021-04-26,83500,15489938,5969782550,636715.9,96344.9
1554,2021-04-27,82900,12941533,5969782550,636715.9,96344.9
1555,2021-04-28,82100,15596759,5969782550,636715.9,96344.9
1556,2021-04-29,81700,20000973,5969782550,636715.9,96344.9
1557,2021-04-30,81500,18673197,5969782550,636715.9,96344.9
1558,2021-05-03,81700,15710336,5969782550,636715.9,96344.9
1559,2021-05-04,82600,12532550,5969782550,636715.9,96344.9
1560,2021-05-06,82300,17047511,5969782550,636715.9,96344.9
1561,2021-05-07,81900,14154882,5969782550,636715.9,96344.9
1562,2021-05-10,83200,19385027,5969782550,636715.9,96344.9
1563,2021-05-11,81200,28996680,5969782550,636715.9,96344.9
1564,2021-05-12,80000,35812268,5969782550,636715.9,96344.9
1565,2021-05-13,78500,31490096,5969782550,636715.9,96344.9
1566,2021-05-14,80100,16450920,5969782550,636715.9,96344.9
1567,2021-05-17,79600,17740855,5969782550,636715.9,96344.9
1568,2021-05-18,79600,17494407,5969782550,636715.9,96344.9
1569,2021-05-20,79500,16541828,5969782550,636715.9,96344.9
1570,2021-05-21,80100,20961714,5969782550,636715.9,96344.9
1571,2021-05-24,79700,13398666,5969782550,636715.9,96344.9
1572,2021-05-25,79900,13628942,5969782550,636715.9,96344.9
1573,2021-05-26,79800,11984359,5969782550,636715.9,96344.9
1574,2021-05-27,79600,23198510,5969782550,636715.9,96344.9
1575,2021-05-28,80100,12360199,5969782550,636715.9,96344.9
1576,2021-05-31,80500,13321324,5969782550,636715.9,96344.9
1577,2021-06-01,80600,14058401,5969782550,636715.9,96344.9
1578,2021-06-02,80800,16414644,5969782550,636715.9,96344.9
1579,2021-06-03,82800,29546007,5969782550,636715.9,96344.9
1580,2021-06-04,82200,18112259,5969782550,636715.9,96344.9
1581,2021-06-07,81900,16496197,5969782550,636715.9,96344.9
1582,2021-06-08,81900,12781226,5969782550,636715.9,96344.9
1583,2021-06-09,81100,14908823,5969782550,636715.9,96344.9
1584,2021-06-10,81000,17586995,5969782550,636715.9,96344.9
1585,2021-06-11,81000,14087962,5969782550,636715.9,96344.9
1586,2021-06-14,80500,10550078,5969782550,636715.9,96344.9
1587,2021-06-15,80900,10075685,5969782550,636715.9,96344.9
1588,2021-06-16,81800,14999855,5969782550,636715.9,96344.9
1589,2021-06-17,80900,14007385,5969782550,636715.9,96344.9
1590,2021-06-18,80500,14916721,5969782550,636715.9,96344.9
1591,2021-06-21,79900,16063340,5969782550,636715.9,96344.9
1592,2021-06-22,80000,11773365,5969782550,636715.9,96344.9
1593,2021-06-23,80100,13856548,5969782550,636715.9,96344.9
1594,2021-06-24,81200,18771080,5969782550,636715.9,96344.9
1595,2021-06-25,81600,13481405,5969782550,636715.9,96344.9
1596,2021-06-28,81900,11578529,5969782550,636715.9,96344.9
1597,2021-06-29,81000,15744317,5969782550,636715.9,96344.9
1598,2021-06-30,80700,13288643,5969782550,636715.9,96344.9
1599,2021-07-01,80100,13382882,5969782550,739791.9,122933.3
1600,2021-07-02,80000,8753097,5969782550,739791.9,122933.3
1601,2021-07-05,80400,8330969,5969782550,739791.9,122933.3
1602,2021-07-06,81200,12131651,5969782550,739791.9,122933.3
1603,2021-07-07,80800,15992202,5969782550,739791.9,122933.3
1604,2021-07-08,79900,16660998,5969782550,739791.9,122933.3
1605,2021-07-09,79400,22720577,5969782550,739791.9,122933.3
1606,2021-07-12,79700,9768108,5969782550,739791.9,122933.3
1607,2021-07-13,79800,9863450,5969782550,739791.9,122933.3
1608,2021-07-14,79500,11575636,5969782550,739791.9,122933.3
1609,2021-07-15,80600,13766279,5969782550,739791.9,122933.3
1610,2021-07-16,79800,10859399,5969782550,739791.9,122933.3
1611,2021-07-19,79000,13155414,5969782550,739791.9,122933.3
1612,2021-07-20,79000,12456646,5969782550,739791.9,122933.3
1613,2021-07-21,78500,12355296,5969782550,739791.9,122933.3
1614,2021-07-22,79700,12618790,5969782550,739791.9,122933.3
1615,2021-07-23,79300,9098910,5969782550,739791.9,122933.3
1616,2021-07-26,78800,10040975,5969782550,739791.9,122933.3
1617,2021-07-27,78500,11427693,5969782550,739791.9,122933.3
1618,2021-07-28,79200,12743417,5969782550,739791.9,122933.3
1619,2021-07-29,79000,14360453,5969782550,739791.9,122933.3
1620,2021-07-30,78500,13823411,5969782550,739791.9,122933.3
1621,2021-08-02,79300,11739124,5969782550,739791.9,122933.3
1622,2021-08-03,81400,24339360,5969782550,739791.9,122933.3
1623,2021-08-04,82900,25642368,5969782550,739791.9,122933.3
1624,2021-08-05,82100,18485469,5969782550,739791.9,122933.3
1625,2021-08-06,81500,13342623,5969782550,739791.9,122933.3
1626,2021-08-09,81500,15522581,5969782550,739791.9,122933.3
1627,2021-08-10,80200,20362639,5969782550,739791.9,122933.3
1628,2021-08-11,78500,30241137,5969782550,739791.9,122933.3
1629,2021-08-12,77000,42365223,5969782550,739791.9,122933.3
1630,2021-08-13,74400,61270643,5969782550,739791.9,122933.3
1631,2021-08-17,74200,30944847,5969782550,739791.9,122933.3
1632,2021-08-18,73900,29192631,5969782550,739791.9,122933.3
1633,2021-08-19,73100,22166298,5969782550,739791.9,122933.3
1634,2021-08-20,72700,22364803,5969782550,739791.9,122933.3
1635,2021-08-23,73300,19384648,5969782550,739791.9,122933.3
1636,2021-08-24,75600,21016913,5969782550,739791.9,122933.3
1637,2021-08-25,75700,22319664,5969782550,739791.9,122933.3
1638,2021-08-26,74600,16671494,5969782550,739791.9,122933.3
1639,2021-08-27,74300,15172748,5969782550,739791.9,122933.3
1640,2021-08-30,74600,12686999,5969782550,739791.9,122933.3
1641,2021-08-31,76700,24630370,5969782550,739791.9,122933.3
1642,2021-09-01,76800,16114775,5969782550,739791.9,122933.3
1643,2021-09-02,76000,15347486,5969782550,739791.9,122933.3
1644,2021-09-03,76600,12096419,5969782550,739791.9,122933.3
1645,2021-09-06,77300,12861180,5969782550,739791.9,122933.3
1646,2021-09-07,76100,13239401,5969782550,739791.9,122933.3
1647,2021-09-08,76300,11798147,5969782550,739791.9,122933.3
1648,2021-09-09,75300,17600770,5969782550,739791.9,122933.3
1649,2021-09-10,75300,10103212,5969782550,739791.9,122933.3
1650,2021-09-13,76300,11397775,5969782550,739791.9,122933.3
1651,2021-09-14,76600,18167057,5969782550,739791.9,122933.3
1652,2021-09-15,77000,12829128,5969782550,739791.9,122933.3
1653,2021-09-16,76100,13067622,5969782550,739791.9,122933.3
1654,2021-09-17,77200,16289502,5969782550,739791.9,122933.3
1655,2021-09-23,77400,17055590,5969782550,739791.9,122933.3
1656,2021-09-24,77300,12247274,5969782550,739791.9,122933.3
1657,2021-09-27,77700,11699798,5969782550,739791.9,122933.3
1658,2021-09-28,76300,15406382,5969782550,739791.9,122933.3
1659,2021-09-29,74100,23992458,5969782550,739791.9,122933.3
1660,2021-09-30,74100,19919361,5969782550,739791.9,122933.3
1661,2021-10-01,73200,15803395,5969782550,765655.2,108379.5
1662,2021-10-05,72200,24013921,5969782550,765655.2,108379.5
1663,2021-10-06,71300,18956962,5969782550,765655.2,108379.5
1664,2021-10-07,71600,13683532,5969782550,765655.2,108379.5
1665,2021-10-08,71500,14043287,5969782550,765655.2,108379.5
1666,2021-10-12,69000,31001484,5969782550,765655.2,108379.5
1667,2021-10-13,68800,24172015,5969782550,765655.2,108379.5
1668,2021-10-14,69400,19520641,5969782550,765655.2,108379.5
1669,2021-10-15,70100,18051612,5969782550,765655.2,108379.5
1670,2021-10-18,70200,13486391,5969782550,765655.2,108379.5
1671,2021-10-19,70600,9507991,5969782550,765655.2,108379.5
1672,2021-10-20,70300,10151638,5969782550,765655.2,108379.5
1673,2021-10-21,70200,10891094,5969782550,765655.2,108379.5
1674,2021-10-22,70400,8395448,5969782550,765655.2,108379.5
1675,2021-10-25,70200,10029621,5969782550,765655.2,108379.5
1676,2021-10-26,71100,10528252,5969782550,765655.2,108379.5
1677,2021-10-27,70100,10295316,5969782550,765655.2,108379.5
1678,2021-10-28,70700,20644902,5969782550,765655.2,108379.5
1679,2021-10-29,69800,17016151,5969782550,765655.2,108379.5
1680,2021-11-01,69900,11503729,5969782550,765655.2,108379.5
1681,2021-11-02,71500,16812570,5969782550,765655.2,108379.5
1682,2021-11-03,70400,12770428,5969782550,765655.2,108379.5
1683,2021-11-04,70600,11818987,5969782550,765655.2,108379.5
1684,2021-11-05,70200,12667743,5969782550,765655.2,108379.5
1685,2021-11-08,70600,11121981,5969782550,765655.2,108379.5
1686,2021-11-09,70500,11159589,5969782550,765655.2,108379.5
1687,2021-11-10,70200,9422009,5969782550,765655.2,108379.5
1688,2021-11-11,69900,11489122,5969782550,765655.2,108379.5
1689,2021-11-12,70600,10087450,5969782550,765655.2,108379.5
1690,2021-11-15,71400,12420710,5969782550,765655.2,108379.5
1691,2021-11-16,71300,10919239,5969782550,765655.2,108379.5
1692,2021-11-17,70700,11027606,5969782550,765655.2,108379.5
1693,2021-11-18,70200,10144957,5969782550,765655.2,108379.5
1694,2021-11-19,71200,11954728,5969782550,765655.2,108379.5
1695,2021-11-22,74900,27506623,5969782550,765655.2,108379.5
1696,2021-11-23,75300,22029195,5969782550,765655.2,108379.5
1697,2021-11-24,74800,15652305,5969782550,765655.2,108379.5
1698,2021-11-25,73700,12559258,5969782550,765655.2,108379.5
1699,2021-11-26,72300,13002242,5969782550,765655.2,108379.5
1700,2021-11-29,72300,16682559,5969782550,765655.2,108379.5
1701,2021-11-30,71300,30364841,5969782550,765655.2,108379.5
1702,2021-12-01,74400,21954856,5969782550,765655.2,108379.5
1703,2021-12-02,75800,23652940,5969782550,765655.2,108379.5
1704,2021-12-03,75600,18330240,5969782550,765655.2,108379.5
1705,2021-12-06,76300,16391250,5969782550,765655.2,108379.5
1706,2021-12-07,77400,19232453,5969782550,765655.2,108379.5
1707,2021-12-08,77400,21558340,5969782550,765655.2,108379.5
1708,2021-12-09,78200,21604528,5969782550,765655.2,108379.5
1709,2021-12-10,76900,9155219,5969782550,765655.2,108379.5
1710,2021-12-13,76800,15038750,5969782550,765655.2,108379.5
1711,2021-12-14,77000,10976660,5969782550,765655.2,108379.5
1712,2021-12-15,77600,9584939,5969782550,765655.2,108379.5
1713,2021-12-16,77800,11996128,5969782550,765655.2,108379.5
1714,2021-12-17,78000,13108479,5969782550,765655.2,108379.5
1715,2021-12-20,77100,11264375,5969782550,765655.2,108379.5
1716,2021-12-21,78100,14245298,5969782550,765655.2,108379.5
1717,2021-12-22,79400,17105892,5969782550,765655.2,108379.5
1718,2021-12-23,79900,13577498,5969782550,765655.2,108379.5
1719,2021-12-24,80500,12086380,5969782550,765655.2,108379.5
1720,2021-12-27,80200,10783368,5969782550,765655.2,108379.5
1721,2021-12-28,80300,18226325,5969782550,765655.2,108379.5
1722,2021-12-29,78800,19794795,5969782550,765655.2,108379.5
1723,2021-12-30,78300,14236700,5969782550,765655.2,108379.5
